Circuit,Compound,StintLap,AvgDeltaFromFirstLap
Singapore,MEDIUM,17,-10.125555555555556
Singapore,MEDIUM,18,-9.792333333333334
Singapore,MEDIUM,19,-9.751222222222223
Singapore,MEDIUM,20,-9.332444444444445
Singapore,MEDIUM,21,-12.810499999999998
Singapore,MEDIUM,22,-18.90300000000001
Singapore,SOFT,1,0.0
Singapore,SOFT,2,0.06166666666666513
Singapore,SOFT,3,-2.785500000000001
Singapore,SOFT,4,-3.586333333333336
Singapore,SOFT,5,-5.112833333333337
Singapore,SOFT,6,-7.071000000000003
Singapore,SOFT,7,-5.951000000000005
Singapore,SOFT,8,-8.201800000000002
Singapore,SOFT,9,-5.7156000000000065
Singapore,SOFT,10,-9.332249999999998
Singapore,SOFT,11,-9.471750000000004
Singapore,SOFT,12,-8.968
Singapore,SOFT,13,-8.51875
Singapore,SOFT,14,-8.582250000000002
Singapore,SOFT,15,-9.508499999999998
Singapore,SOFT,16,-9.370999999999999
Singapore,SOFT,17,-9.767000000000005
Singapore,SOFT,18,-9.631000000000006
Singapore,SOFT,19,-12.672000000000004
Singapore,SOFT,20,-12.388000000000005
Singapore,SOFT,21,-14.701000000000008
Singapore,SOFT,22,-15.573000000000008
Spain,HARD,1,0.0
Spain,HARD,2,-21.209478260869567
Spain,HARD,3,-21.265695652173914
Spain,HARD,4,-21.149652173913044
Spain,HARD,5,-20.86495652173913
Spain,HARD,6,-21.03613043478261
Spain,HARD,7,-20.960391304347826
Spain,HARD,8,-20.96591304347826
Spain,HARD,9,-20.728521739130436
Spain,HARD,10,-20.73878260869565
Spain,HARD,11,-21.020304347826087
Spain,HARD,12,-20.560695652173912
Spain,HARD,13,-20.729304347826087
Spain,HARD,14,-20.62413043478261
Spain,HARD,15,-20.688695652173916
Spain,HARD,16,-20.27130434782609
Spain,HARD,17,-20.73122727272727
Spain,HARD,18,-20.875714285714285
Spain,HARD,19,-20.92375
Spain,HARD,20,-21.342157894736843
Spain,HARD,21,-20.777526315789476
Spain,HARD,22,-20.02
Spain,HARD,23,-20.082533333333334
Spain,HARD,24,-20.366285714285713
Spain,HARD,25,-20.48992307692308
Spain,HARD,26,-20.238636363636363
Spain,HARD,27,-20.23788888888889
Spain,HARD,28,-20.648285714285713
Spain,HARD,29,-19.84742857142857
Spain,HARD,30,-20.2442
Spain,HARD,31,-19.81725
Spain,HARD,32,-19.295999999999996
Spain,HARD,33,-17.889500000000005
Spain,HARD,34,-15.668500000000002
Spain,HARD,35,-17.16600000000001
Spain,MEDIUM,1,0.0
Spain,MEDIUM,2,-18.44153488372093
Spain,MEDIUM,3,-18.316279069767443
Spain,MEDIUM,4,-18.17686046511628
Spain,MEDIUM,5,-18.119558139534885
Spain,MEDIUM,6,-17.606093023255813
Spain,MEDIUM,7,-17.92047619047619
Spain,MEDIUM,8,-17.836285714285715
Spain,MEDIUM,9,-17.621285714285715
Spain,MEDIUM,10,-17.70721951219512
Spain,MEDIUM,11,-17.63058536585366
Spain,MEDIUM,12,-17.57051219512195
Spain,MEDIUM,13,-17.60017073170732
Spain,MEDIUM,14,-17.339439024390245
Spain,MEDIUM,15,-17.394918918918922
Spain,MEDIUM,16,-17.51282857142857
Spain,MEDIUM,17,-17.404911764705883
Spain,MEDIUM,18,-17.03528125
Spain,MEDIUM,19,-17.5896
Spain,MEDIUM,20,-17.32746428571429
Spain,MEDIUM,21,-17.117
Spain,MEDIUM,22,-17.294050000000002
Spain,MEDIUM,23,-17.063375
Spain,MEDIUM,24,-16.872230769230768
Spain,MEDIUM,25,-17.253615384615383
Spain,MEDIUM,26,-16.197615384615386
Spain,MEDIUM,27,-17.617375
Spain,MEDIUM,28,-17.24866666666667
Spain,MEDIUM,29,-17.055000000000003
Spain,MEDIUM,30,-17.628666666666664
Spain,MEDIUM,31,-16.605666666666664
Spain,MEDIUM,32,-17.045333333333332
Spain,MEDIUM,33,-17.185000000000002
Spain,MEDIUM,34,-15.90700000000001
Spain,MEDIUM,35,-15.759
Spain,SOFT,1,0.0
Spain,SOFT,2,-13.153701492537316
Spain,SOFT,3,-13.318328358208957
Spain,SOFT,4,-13.414567164179106
Spain,SOFT,5,-13.24323880597015
Spain,SOFT,6,-13.132424242424245
Spain,SOFT,7,-12.80209090909091
Spain,SOFT,8,-12.788954545454548
Spain,SOFT,9,-12.628938461538462
Spain,SOFT,10,-12.54831746031746
Spain,SOFT,11,-13.278232142857144
Spain,SOFT,12,-13.650358490566038
Spain,SOFT,13,-13.580122448979592
Spain,SOFT,14,-14.52795238095238
Spain,SOFT,15,-14.854333333333336
Spain,SOFT,16,-14.924125
Spain,SOFT,17,-14.564428571428573
Spain,SOFT,18,-14.814086956521741
Spain,SOFT,19,-14.462300000000003
Spain,SOFT,20,-14.264375000000001
Spain,SOFT,21,-12.989083333333333
Spain,SOFT,22,-13.983000000000004
Spain,SOFT,23,-13.993
Spain,SOFT,24,-12.390600000000006
Spain,SOFT,25,-11.718333333333334
USA,HARD,1,0.0
USA,HARD,2,-12.018318181818183
USA,HARD,3,-11.779800000000002
USA,HARD,4,-11.569850000000002
USA,HARD,5,-11.629000000000001
USA,HARD,6,-10.97321052631579
USA,HARD,7,-10.939052631578948
USA,HARD,8,-10.737157894736844
USA,HARD,9,-10.670263157894738
USA,HARD,10,-10.64421052631579
USA,HARD,11,-10.635789473684213
USA,HARD,12,-10.587684210526316
USA,HARD,13,-10.280157894736845
USA,HARD,14,-10.518052631578948
USA,HARD,15,-10.670578947368423
USA,HARD,16,-10.432210526315792
USA,HARD,17,-10.552631578947372
USA,HARD,18,-10.628368421052633
USA,HARD,19,-10.52063157894737
USA,HARD,20,-10.071000000000002
USA,HARD,21,-9.396055555555558
USA,HARD,22,-11.202823529411766
USA,HARD,23,-9.710764705882355
USA,HARD,24,-8.547125000000001
USA,HARD,25,-11.3646
USA,HARD,26,-10.620333333333333
USA,HARD,27,-9.512214285714284
USA,HARD,28,-7.4944615384615405
USA,HARD,29,-7.448153846153848
USA,HARD,30,-8.374166666666666
USA,HARD,31,-10.068500000000002
USA,HARD,32,-7.784916666666665
USA,HARD,33,-11.488000000000001
USA,HARD,34,-11.637545454545455
USA,HARD,35,-11.036181818181818
USA,HARD,36,-13.119
USA,HARD,37,-13.072300000000002
USA,HARD,38,-13.068900000000003
USA,HARD,39,-12.807800000000004
USA,HARD,40,-13.1778
USA,HARD,41,-10.588600000000001
USA,HARD,42,-6.910000000000004
USA,HARD,43,-7.5797
USA,HARD,44,-5.605300000000002
USA,HARD,45,-4.294222222222225
USA,HARD,46,-9.227888888888891
USA,HARD,47,-7.1675555555555555
USA,HARD,48,-11.513555555555557
USA,HARD,49,-12.341444444444445
USA,HARD,50,-12.361111111111112
USA,HARD,51,-12.124000000000002
USA,HARD,52,-12.064111111111112
USA,HARD,53,-11.98877777777778
USA,HARD,54,-12.094000000000003
USA,HARD,55,-11.478875
USA,HARD,56,-9.52216666666667
USA,HARD,57,-7.782000000000002
USA,HARD,58,-18.2025
USA,HARD,59,-17.858000000000004
USA,HARD,60,-35.21700000000001
USA,MEDIUM,1,0.0
USA,MEDIUM,2,-11.009
USA,MEDIUM,3,-11.689956521739132
USA,MEDIUM,4,-11.741782608695651
USA,MEDIUM,5,-11.62986956521739
USA,MEDIUM,6,-11.379521739130434
USA,MEDIUM,7,-11.503636363636366
USA,MEDIUM,8,-11.444590909090909
USA,MEDIUM,9,-11.429227272727273
USA,MEDIUM,10,-11.30859090909091
USA,MEDIUM,11,-10.991272727272728
USA,MEDIUM,12,-11.211300000000001
USA,MEDIUM,13,-11.612687500000002
USA,MEDIUM,14,-10.397785714285716
USA,MEDIUM,15,-10.73723076923077
USA,MEDIUM,16,-11.046833333333334
USA,MEDIUM,17,-12.707899999999999
USA,MEDIUM,18,-12.6466
USA,MEDIUM,19,-11.055300000000003
USA,MEDIUM,20,-10.9847
USA,MEDIUM,21,-13.127299999999996
USA,MEDIUM,22,-11.2593
USA,MEDIUM,23,-6.741499999999999
USA,MEDIUM,24,-10.8342
USA,MEDIUM,25,-11.593699999999998
USA,MEDIUM,26,-13.267000000000001
USA,MEDIUM,27,-14.142444444444445
USA,MEDIUM,28,-13.350124999999998
USA,MEDIUM,29,-13.18657142857143
USA,MEDIUM,30,-13.369666666666667
USA,MEDIUM,31,-9.594666666666667
USA,MEDIUM,32,-19.453999999999997
USA,MEDIUM,33,-15.722
USA,MEDIUM,34,-15.481
USA,MEDIUM,35,-19.7452
USA,MEDIUM,36,-19.72475
USA,MEDIUM,37,-14.648000000000003
USA,MEDIUM,38,-14.98525
USA,MEDIUM,39,-19.974000000000004
USA,MEDIUM,40,-19.725500000000004
USA,MEDIUM,41,-19.764
USA,MEDIUM,42,-20.313666666666666
USA,MEDIUM,43,-19.817333333333337
USA,MEDIUM,44,-19.468000000000004
USA,MEDIUM,45,-19.134500000000003
USA,MEDIUM,46,-19.752500000000005
USA,MEDIUM,47,-18.540000000000006
USA,MEDIUM,48,-18.565
USA,MEDIUM,49,-18.414
USA,MEDIUM,50,-18.655
